Date,Actual_Variance,Forecast_Variance,Actual_Volatility_Annualized,Forecast_Volatility_Annualized,Recalibrated_Forecast
2024-11-25,0.4472785740508163,0.5860489478415039,0.106166944319221,0.12152544377868323,0.060511902580612786
2024-11-26,0.1022949279463831,0.5570587639687073,0.050772356496905424,0.11848156334219864,0.03346565215830921
2024-11-27,0.14753270368657004,0.5302339698323962,0.06097396274559794,0.11559366781868455,0.008439591512374278
2024-11-29,0.13652508173716804,0.5259375003865046,0.058655196357838876,0.11512438929149599,0.004431221331790358
2024-12-02,0.040339106995637135,0.5011425243802706,0.03188331062311529,0.11237789646715596,-0.01870113040568494
2024-12-03,0.04273501104371519,0.4772873629845127,0.03281649399770827,0.10967060475446337,-0.04095668669346575
2024-12-04,0.08162162580045378,0.45478951354994096,0.04535267324173334,0.10705463904688349,-0.06194594541775034
2024-12-05,0.04308604071266384,0.434444533294822,0.03295099734392161,0.1046327015757001,-0.08092669535818486
2024-12-06,0.045630328721297214,0.4211464673744969,0.0339099437300726,0.10301888651037404,-0.09333306099531041
2024-12-09,0.12049601760826335,0.4016001986528358,0.05510444304888887,0.10059982607366406,-0.11156865691244283
2024-12-10,0.11803070986190757,0.4367957095939248,0.054537820716637285,0.1049154511107249,-0.07873317691582032
2024-12-11,0.08196118240576762,0.43099705544442785,0.04544691184916027,0.10421672513181164,-0.08414300297721311
2024-12-12,0.054062242436198255,0.4132920729664761,0.03691027647406879,0.10205371251823817,-0.10066077988826339
2024-12-13,0.21907054874945908,0.4364144909954873,0.07430059103726142,0.10486965801930644,-0.07908883294491692
2024-12-16,0.08091708087250836,0.416681219623226,0.04515651047177152,0.10247129712512328,-0.09749889207138807
2024-12-17,0.06877978418580896,0.3980874367333906,0.04163232591967912,0.1001588907969804,-0.11484587098476884
2024-12-18,2.4272014383458567,0.40313688936516995,0.24731655069225675,0.10079211086192352,-0.11013500881935784
2024-12-19,0.4607878102362341,1.4741981215563682,0.10775830741967461,0.19274281481606645,0.8891063354429339
2024-12-20,2.333893867761128,1.35975765543918,0.2425162375338617,0.18511048840372965,0.7823396616394246
2024-12-23,0.6870416373000539,1.2765743763224457,0.13158058086192415,0.1793590652387708,0.7047342277514833
2024-12-24,0.14810695512184002,1.191838709980879,0.061092514018252414,0.17330417043890822,0.6256805017858017
2024-12-26,0.23018418743482033,1.1234878769033734,0.07616194274936448,0.1682613874243435,0.5619129259712176
2024-12-27,0.6177792561156793,1.0521190594523244,0.1247719409727809,0.16282935944785443,0.4953297363786868
2024-12-30,0.7149325126886981,1.1424852948517745,0.13422480888328803,0.16967801693285053,0.5796364742406636
2024-12-31,0.3713747059237233,1.2168632689145813,0.09674007747194452,0.1751141181534129,0.6490270417939082
2025-01-02,1.4759236672140903,1.1650151304836507,0.19285558434692807,0.17134287638588308,0.6006555743314655
2025-01-03,0.23396109574806032,1.101046543795657,0.07678424065425875,0.166572425400036,0.5409763938779811
2025-01-06,0.5129999018920121,1.0425716571190529,0.11369959334878339,0.16208888228191387,0.4864225340124936
2025-01-07,0.9376355665361775,0.9826426219263604,0.1537153742366445,0.15736134872497848,0.4305120333926764
2025-01-08,0.39861867494435493,1.0751423014592698,0.10022569834427568,0.16460129403128518,0.5168091575367381
2025-01-10,0.5453613759227144,1.0123445075343105,0.11723099706669905,0.15972188826164255,0.45822226247201125
2025-01-13,0.2962081530256681,1.2347098469362263,0.08639702226493017,0.176393560377903,0.6656769195757296
2025-01-14,0.6184268778802173,1.158968259006751,0.12483732343566757,0.1708976305481446,0.5950141751270547
2025-01-15,0.21629277543651193,1.0906376134668585,0.07382802950776962,0.1657831953467083,0.5312654331770673
2025-01-16,0.08781136846112209,1.0380695518097693,0.04704090225771905,0.1617385319137224,0.4822223168577233
2025-01-17,0.18527218253036945,0.9865619002026685,0.06832904945749875,0.1576748549550855,0.4341685049142383
2025-01-21,0.14300714427497893,0.9336025842274246,0.060031492033177626,0.15338443572452554,0.3847603697901135
2025-01-22,0.07956999611566176,0.8838315489238504,0.04477905651210928,0.1492399243931765,0.3383267255433471
2025-01-23,0.07443990960685258,0.836893242747214,0.043311496419457564,0.14522296552966335,0.29453586209720894
2025-01-24,0.16627887292241336,0.7929113021618613,0.06473196735496933,0.14135545555258525,0.2535031254871263
2025-01-27,0.20887260059953489,0.763360280760018,0.07255059982597167,0.138696355666443,0.22593364443188224
2025-01-28,0.7015469911221829,0.9697017594411537,0.13296234119584013,0.15632173341514952,0.4184389189553469
2025-01-29,0.3053920194373282,0.9178700414901386,0.08772615852652316,0.1520865708915534,0.37008277089942454
2025-01-30,0.4334697404437739,0.8966876095502484,0.10451524988815318,0.1503214148438813,0.350320724500772
2025-01-31,0.7646101330265226,0.8491403860144882,0.13880985322472023,0.14628170674272672,0.3059617745791009
2025-02-03,1.2844786253648344,0.8368359725491826,0.17991348298333237,0.1452179965026353,0.29448243214573
2025-02-04,0.19945016384693473,0.8623339457040301,0.07089530399781607,0.14741375591084288,0.3182706416387474
2025-02-05,0.24925738995303695,0.817605533130366,0.07925456596825531,0.143539748623457,0.27654148763380815
2025-02-06,0.17460372352922146,0.7752813802146538,0.06633260007670723,0.1397751436465342,0.2370553759315508
2025-02-07,0.5561453452948713,0.7355318371029268,0.11838438537843898,0.13614478431065127,0.19997123386852855
2025-02-10,0.06863905139091454,0.8034844924043227,0.04158971140860498,0.142294796842994,0.2633673316720553
2025-02-11,0.11816189719990484,0.7625107666571949,0.054568120816440094,0.13861915928096416,0.22514109439966956
2025-02-12,0.41795049913257226,0.7234932985536232,0.10262725066053764,0.13502603868717808,0.18873993813919898
2025-02-13,0.27835418599448847,0.697659568362169,0.08375276405624538,0.13259344298541562,0.16463848575910767
2025-02-14,0.05256127695500036,0.6646843251766926,0.03639428772851599,0.12942196488406693,0.13387439371871035
2025-02-18,0.11477001738440706,0.6317202914308379,0.05377921938897085,0.12617191186653673,0.10312075947024801
2025-02-19,0.10361094619189827,0.6001070383871422,0.05109790449750201,0.12297437687321688,0.0736273294790789
2025-02-20,0.30400545902637033,0.5699630719584798,0.08752678200107972,0.11984602376947552,0.045504663257698086
2025-02-21,0.465356920458118,0.5674981145430071,0.10829124800991341,0.11958658991075789,0.04320499327865568
2025-02-24,0.39741253289559997,0.8745862435453297,0.10007395180050162,0.14845731149843147,0.3297013630552953
2025-02-25,0.9182985964485919,0.8585989033563715,0.1521220714771677,0.14709416155844038,0.3147860521267961
2025-02-26,0.8104248659105847,0.8405488039004989,0.14290803553665812,0.14553978788734226,0.29794630001714795
2025-02-27,0.9968132875921745,0.7965444335799614,0.15849193937649572,0.14167893183608857,0.25689263769519755
2025-02-28,1.0714030113018476,1.0381877212550539,0.16431480725974318,0.16174773746679538,0.48233256246442435
2025-03-03,2.8542783782598025,0.9896976034174587,0.2681936150100278,0.157925234228479,0.4370939439100502
2025-03-04,2.478674909162337,1.299026315597061,0.24992520423296827,0.18092944247149478,0.7256806548163152
2025-03-05,1.6477581445490155,1.4015821526981704,0.20377317105702408,0.18793581417067343,0.8213596220376437
2025-03-06,1.2585767928393499,1.3192515157129359,0.17809024448169983,0.18233249352752784,0.7445496564609878
2025-03-07,1.8503824074506063,1.6261582228452631,0.21593896514467992,0.20243316728169974,1.0308767695902912
2025-03-10,2.152346784783518,1.5162049254119685,0.23289297751659377,0.1954695989671581,0.9282963778898624
2025-03-11,1.7443794920966906,2.33743805773003,0.20966249831774067,0.24270030707602486,1.6944618168269172
2025-03-12,1.3956077314965551,2.239606818075345,0.18753483632038395,0.23756702594320347,1.603190639712794
2025-03-13,0.7421823552106972,2.0759274246944823,0.1367588949623006,0.22872116452637473,1.4504867492589075
2025-03-14,0.3610431904165603,2.175283570478699,0.09538494849030071,0.23413061734011467,1.5431805800971592
2025-03-17,0.6273819865486496,2.0618815474611725,0.1257379261043619,0.2279460791415846,1.437382716710514
2025-03-18,0.3156780189468433,1.9211721872539722,0.08919128924654275,0.22003076857294324,1.3061086064936012
2025-03-19,1.1269401915817434,1.9354175468194865,0.16851971050254014,0.22084501846283755,1.3193987451093205
2025-03-20,0.9348457714146546,1.8121732733237346,0.15348652527062204,0.21369783922107896,1.204418602220029
2025-03-21,0.5578692389961658,1.7022890349530435,0.11856772251630449,0.2071175600493997,1.1019026388346913
2025-03-24,0.20608546193867233,1.59468825884895,0.07206492656524768,0.200464820163024,1.001517020415887
2025-03-25,0.10551690181764692,1.5034165262570414,0.051565743723955955,0.19464351122417992,0.9163655033717087
2025-03-26,0.7939545528631066,1.4112715029719927,0.14144841721330886,0.18858430972616524,0.8303992540415345
2025-03-27,0.5780735297716736,1.4750088765788476,0.12069570394279233,0.1927958082785696,0.8898627253804844
2025-03-28,0.8550726703123624,1.400145970282458,0.14679179572398296,0.1878395018389847,0.8200197426688921
2025-03-31,2.242404571977875,1.7723761811886503,0.2377153659607272,0.2113383064329654,1.1672900995279503
2025-04-01,1.1940787037166152,1.6609256602672342,0.17346695170452123,0.20458574397727305,1.063312880488462
2025-04-02,1.4228300479391063,1.5583466735731126,0.18935500312393513,0.19816744478859902,0.9676123159674227
2025-04-03,0.7861239986274298,1.4645656244941645,0.14074915546961989,0.19211208639034907,0.8801197443650853
2025-04-04,2.363360745706529,4.217543623990834,0.2440423954803848,0.3260093546580665,3.448497120244654
2025-04-07,31.550262849702836,9.051983096402065,0.8916650850024977,0.4776085991995245,7.958763808997821
2025-04-08,18.001473329762145,8.240509830963422,0.673525892531242,0.45569819808759204,7.201703790187363
2025-04-09,17.872902919033397,7.894162243116241,0.6711163487500821,0.44601893292384936,6.878580500070333
2025-04-10,9.338774000034356,8.102681618145844,0.48511555819295854,0.4518711948965936,7.073117632352719
2025-04-11,3.0024211462985178,9.29765739220191,0.2750654701825052,0.4840464505432181,8.187964443104898
