Date,Sq_Return_Lag_1,Sq_Return_Lag_2,Sq_Return_Lag_3,Sq_Return_Lag_4,Sq_Return_Lag_5,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_4,Return_Lag_5,VIX_Lag_1,Target_Variance
2022-01-12,0.8314314782799676,0.020795674352389097,0.1647094401878986,0.009297467057029215,3.835042408199375,0.00911828645239865,-0.0014420705375393084,-0.004058441082335662,-0.000964233740180731,-0.019583264304500858,18.40999984741211,2.058085547942462
2022-01-13,0.07917425501803302,0.8314314782799676,0.020795674352389097,0.1647094401878986,0.009297467057029215,0.002813792014666916,0.00911828645239865,-0.0014420705375393084,-0.004058441082335662,-0.000964233740180731,17.6200008392334,0.0067181672867249395
2022-01-14,2.058085547942462,0.07917425501803302,0.8314314782799676,0.020795674352389097,0.1647094401878986,-0.014346029234399538,0.002813792014666916,0.00911828645239865,-0.0014420705375393084,-0.004058441082335662,20.309999465942383,0.0
2022-01-17,0.0067181672867249395,2.058085547942462,0.07917425501803302,0.8314314782799676,0.020795674352389097,0.0008196442695904693,-0.014346029234399538,0.002813792014666916,0.00911828645239865,-0.0014420705375393084,19.190000534057617,3.444403931743813
2022-01-18,0.0,0.0067181672867249395,2.058085547942462,0.07917425501803302,0.8314314782799676,0.0,0.0008196442695904693,-0.014346029234399538,0.002813792014666916,0.00911828645239865,19.190000534057617,0.9480509783769892
2022-01-19,3.444403931743813,0.0,0.0067181672867249395,2.058085547942462,0.07917425501803302,-0.018559105398008313,0.0,0.0008196442695904693,-0.014346029234399538,0.002813792014666916,22.790000915527344,1.2318208073797492
2022-01-20,0.9480509783769892,3.444403931743813,0.0,0.0067181672867249395,2.058085547942462,-0.009736790941460072,-0.018559105398008313,0.0,0.0008196442695904693,-0.014346029234399538,23.850000381469727,3.6465703743849094
2022-01-21,1.2318208073797492,0.9480509783769892,3.444403931743813,0.0,0.0067181672867249395,-0.011098742304332276,-0.009736790941460072,-0.018559105398008313,0.0,0.0008196442695904693,25.59000015258789,0.07661296750856418
2022-01-24,3.6465703743849094,1.2318208073797492,0.9480509783769892,3.444403931743813,0.0,-0.01909599532463524,-0.011098742304332276,-0.009736790941460072,-0.018559105398008313,0.0,28.850000381469727,1.4997898026753715
2022-01-25,0.07661296750856418,3.6465703743849094,1.2318208073797492,0.9480509783769892,3.444403931743813,0.0027679047582704897,-0.01909599532463524,-0.011098742304332276,-0.009736790941460072,-0.018559105398008313,29.899999618530273,0.022432758090396344
2022-01-26,1.4997898026753715,0.07661296750856418,3.6465703743849094,1.2318208073797492,0.9480509783769892,-0.012246590556866721,0.0027679047582704897,-0.01909599532463524,-0.011098742304332276,-0.009736790941460072,31.15999984741211,0.2914526202235959
2022-01-27,0.022432758090396344,1.4997898026753715,0.07661296750856418,3.6465703743849094,1.2318208073797492,-0.0014977569258860512,-0.012246590556866721,0.0027679047582704897,-0.01909599532463524,-0.011098742304332276,31.959999084472656,5.786895923147902
2022-01-28,0.2914526202235959,0.022432758090396344,1.4997898026753715,0.07661296750856418,3.6465703743849094,-0.005398635199970414,-0.0014977569258860512,-0.012246590556866721,0.0027679047582704897,-0.01909599532463524,30.489999771118164,3.5005759729428068
2022-01-31,5.786895923147902,0.2914526202235959,0.022432758090396344,1.4997898026753715,0.07661296750856418,0.024055967914735632,-0.005398635199970414,-0.0014977569258860512,-0.012246590556866721,0.0027679047582704897,27.65999984741211,0.46779585758286985
2022-02-01,3.5005759729428068,5.786895923147902,0.2914526202235959,0.022432758090396344,1.4997898026753715,0.01870982622298456,0.024055967914735632,-0.005398635199970414,-0.0014977569258860512,-0.012246590556866721,24.829999923706055,0.8795439496911023
2022-02-02,0.46779585758286985,3.5005759729428068,5.786895923147902,0.2914526202235959,0.022432758090396344,0.00683956034831823,0.01870982622298456,0.024055967914735632,-0.005398635199970414,-0.0014977569258860512,21.959999084472656,6.0976754559236275
2022-02-03,0.8795439496911023,0.46779585758286985,3.5005759729428068,5.786895923147902,0.2914526202235959,0.009378400448323276,0.00683956034831823,0.01870982622298456,0.024055967914735632,-0.005398635199970414,22.09000015258789,0.26457427892709956
2022-02-04,6.0976754559236275,0.8795439496911023,0.46779585758286985,3.5005759729428068,5.786895923147902,-0.02469347172011993,0.009378400448323276,0.00683956034831823,0.01870982622298456,0.024055967914735632,24.350000381469727,0.13753572498250397
2022-02-07,0.26457427892709956,6.0976754559236275,0.8795439496911023,0.46779585758286985,3.5005759729428068,0.005143678439862853,-0.02469347172011993,0.009378400448323276,0.00683956034831823,0.01870982622298456,23.219999313354492,0.6999185453659413
2022-02-08,0.13753572498250397,0.26457427892709956,6.0976754559236275,0.8795439496911023,0.46779585758286985,-0.003708580927828109,0.005143678439862853,-0.02469347172011993,0.009378400448323276,0.00683956034831823,22.860000610351562,2.0773001680183403
2022-02-09,0.6999185453659413,0.13753572498250397,0.26457427892709956,6.0976754559236275,0.8795439496911023,0.008366113466633962,-0.003708580927828109,0.005143678439862853,-0.02469347172011993,0.009378400448323276,21.440000534057617,3.342251065024011
2022-02-10,2.0773001680183403,0.6999185453659413,0.13753572498250397,0.26457427892709956,6.0976754559236275,0.014412842079265076,0.008366113466633962,-0.003708580927828109,0.005143678439862853,-0.02469347172011993,19.959999084472656,3.667869478699468
2022-02-11,3.342251065024011,2.0773001680183403,0.6999185453659413,0.13753572498250397,0.26457427892709956,-0.01828182448505622,0.014412842079265076,0.008366113466633962,-0.003708580927828109,0.005143678439862853,23.90999984741211,0.14807032855406452
2022-02-14,3.667869478699468,3.342251065024011,2.0773001680183403,0.6999185453659413,0.13753572498250397,-0.019151682638085532,-0.01828182448505622,0.014412842079265076,0.008366113466633962,-0.003708580927828109,27.360000610351562,2.4472590178978053
2022-02-15,0.14807032855406452,3.667869478699468,3.342251065024011,2.0773001680183403,0.6999185453659413,-0.003847990755629027,-0.019151682638085532,-0.01828182448505622,0.014412842079265076,0.008366113466633962,28.329999923706055,0.007758433796397731
2022-02-16,2.4472590178978053,0.14807032855406452,3.667869478699468,3.342251065024011,2.0773001680183403,0.015643717646064204,-0.003847990755629027,-0.019151682638085532,-0.01828182448505622,0.014412842079265076,25.700000762939453,4.579815773150364
2022-02-17,0.007758433796397731,2.4472590178978053,0.14807032855406452,3.667869478699468,3.342251065024011,0.0008808197202831991,0.015643717646064204,-0.003847990755629027,-0.019151682638085532,-0.01828182448505622,24.290000915527344,0.5172431257451242
2022-02-18,4.579815773150364,0.007758433796397731,2.4472590178978053,0.14807032855406452,3.667869478699468,-0.021400504136936505,0.0008808197202831991,0.015643717646064204,-0.003847990755629027,-0.019151682638085532,28.110000610351562,0.0
2022-02-21,0.5172431257451242,4.579815773150364,0.007758433796397731,2.4472590178978053,0.14807032855406452,-0.007191961663865598,-0.021400504136936505,0.0008808197202831991,0.015643717646064204,-0.003847990755629027,27.75,1.0393263058997608
2022-02-22,0.0,0.5172431257451242,4.579815773150364,0.007758433796397731,2.4472590178978053,0.0,-0.007191961663865598,-0.021400504136936505,0.0008808197202831991,0.015643717646064204,27.75,3.453552343807695
2022-02-23,1.0393263058997608,0.0,0.5172431257451242,4.579815773150364,0.007758433796397731,-0.010194735435016256,0.0,-0.007191961663865598,-0.021400504136936505,0.0008808197202831991,28.809999465942383,2.204068411749659
