Date,Sq_Return_Lag_1,Sq_Return_Lag_2,Sq_Return_Lag_3,Sq_Return_Lag_4,Sq_Return_Lag_5,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_4,Return_Lag_5,VIX_Lag_1
2022-01-12,-0.15208942474295536,-0.49757139787729093,-0.43611675064382643,-0.5023057028946155,1.125533726725523,0.8063414447971339,-0.16321036399886124,-0.402194731927962,-0.11768256201555226,-1.8201140418805626,-0.17676964741846132
2022-01-13,-0.4727719239612926,-0.1520139457099128,-0.49746199577032707,-0.4360606739053799,-0.5040554976708193,0.22770263701592813,0.8061158723045279,-0.16202731083819832,-0.40172152586172594,-0.1146221416147207,-0.3138186413579913
2022-01-14,0.37082545140804907,-0.4726858037569381,-0.15191720503019698,-0.49740454206214896,-0.43785723284853934,-1.34725925840147,0.2274316601188132,0.8073513228973644,-0.1615465484266182,-0.3980496563587478,0.15284220463358514
2022-01-17,-0.5036594961623354,0.3708835786155562,-0.47257731347270443,-0.15186750750127542,-0.49915779670103133,0.044675863791306406,-1.3476538187949285,0.22863582963658713,0.8078625846984634,-0.15839170226551616,-0.04145516186821208
2022-01-18,-0.5065234084107707,-0.5035723510191458,0.37096116002401075,-0.4725204183319301,-0.1538646861269104,-0.030552687466035143,0.04439052522066438,-1.3465347913391952,0.22912888341387033,0.8089305891951839,-0.04145516186821208
2022-01-19,0.9618042154297614,-0.5064361682347029,-0.5034627290337473,0.3709991209027573,-0.474291239350274,-1.7339436139005768,-0.030843929041325272,0.04558480035500824,-1.3460912968782162,0.23144272473959726,0.5830727493753679
2022-01-20,-0.1023752690097054,0.9618427322553955,-0.506326441317366,-0.5034051406317057,0.3686328365090466,-0.924214369243704,-1.7343685164913751,-0.029653720744405875,0.04607209482994089,-1.3403864878067953,0.766961411107687
2022-01-21,0.01859401536987345,-0.10230143963590235,0.9618986605746648,-0.5062687886357683,-0.5051541592849207,-1.0492169242704479,-0.9245757343156348,-1.7332703930990874,-0.02916879348583429,0.04878000148919045,1.0688164965166196
2022-01-24,1.0479864920227415,0.018663830633515486,-0.10220652045149803,0.96192335713195,-0.5080157857620036,-1.7832204195384476,-1.0495880979941605,-0.9234338371547337,-1.7328390664323516,-0.026298916183605248,1.6343611959218929
2022-01-25,-0.4738637846365435,1.0480221490715824,0.018754317579635103,-0.10215793874023857,0.9591399232545295,0.22349101503801555,-1.7836491887624304,-1.0484529584413809,-0.9229770307428221,-1.7263017075823759,1.8165150183781726
2022-01-26,0.1328275042180162,-0.473777628201099,1.0480749197265924,0.018800184175610142,-0.10419020870190747,-1.1545686778361528,0.22321970766498825,-1.782553729262428,-1.0480000854841016,-0.918183057405452,2.0350998038577637
2022-01-27,-0.496960465435501,0.13289352888464293,-0.4736690979117788,1.0480976819513927,0.016682526586507228,-0.16801974219985777,-1.1549481182602153,0.22442364950348892,-1.782123953188633,-1.0429369757101876,2.1738836370733328
